CustomerID,Age,Gender,City,SubscriptionType,MonthlySpending,Tenure,NumberOfPurchases,CustomerSupportRequests,LoginFrequency,LastActivityDate,SatisfactionScore,PaymentMethod,DeviceType,AutoRenew,ChurnStatus
CUST2514,34,Female,Multan,Basic,16.49,40,67,3,30.0,2025-12-24,1.0,Debit Card,iPhone,Yes,No
CUST2515,57,Male,Karachi,Standard,43.86,32,46,8,18.0,2026-06-10,5.0,Debit Card,iPhone,Yes,No
CUST2516,41,Female,Faisalabad,Standard,66.31,35,51,1,7.0,2026-01-08,5.0,Credit Card,iPhone,Yes,No
CUST2517,28,Male,Multan,Basic,13.92,37,62,0,3.0,2026-06-12,2.0,Credit Card,Web,Yes,Yes
CUST2518,51,Male,Islamabad,Standard,45.52,39,64,2,22.0,2026-01-05,2.0,Debit Card,Android,No,No
CUST2519,45,Female,Multan,Basic,20.11,30,37,4,23.0,2026-02-26,5.0,Debit Card,Web,Yes,No
CUST2520,53,Female,Lahore,Basic,15.75,8,11,6,10.0,2026-01-18,4.0,EasyPaisa,iPhone,Yes,No
CUST2521,18,Female,Rawalpindi,Basic,22.02,4,7,1,15.0,2026-04-14,5.0,Bank Transfer,Android,Yes,No
CUST2522,35,Male,Peshawar,Basic,10.32,10,15,3,9.0,2026-02-28,2.0,Debit Card,Web,No,Yes
CUST2523,47,Female,Lahore,Basic,10.34,2,5,4,0.0,2026-01-11,3.0,Debit Card,iPhone,Yes,Yes
CUST2524,38,Female,Quetta,Basic,28.9,26,37,10,20.0,2026-01-19,1.0,EasyPaisa,iPhone,No,Yes
CUST2525,61,Female,Faisalabad,Standard,64.93,2,2,3,11.0,2026-06-15,3.0,JazzCash,Web,Yes,No
CUST2526,32,Female,Peshawar,Standard,49.01,29,40,3,29.0,2026-03-27,5.0,JazzCash,Web,No,No
CUST2527,63,Female,Multan,Basic,19.08,11,3,2,7.0,2026-05-14,5.0,Debit Card,iPhone,Yes,No
CUST2528,42,Female,Peshawar,Standard,58.33,11,17,5,0.0,2026-02-14,3.0,JazzCash,Android,No,No
CUST2529,23,Male,Lahore,Basic,11.56,36,42,8,13.0,2026-06-20,3.0,Credit Card,Web,Yes,No
CUST2530,61,Male,Lahore,Standard,63.46,45,63,10,9.0,2026-01-07,2.0,JazzCash,iPhone,Yes,Yes
CUST2531,56,Female,Karachi,Basic,23.85,56,78,5,19.0,2026-02-11,4.0,Bank Transfer,Web,No,No
CUST2532,32,Female,Rawalpindi,Standard,36.25,17,31,3,29.0,2026-06-16,3.0,Bank Transfer,Android,No,No
CUST2533,45,Female,Rawalpindi,Basic,11.37,37,59,7,11.0,2026-03-19,3.0,JazzCash,Web,Yes,No
CUST2534,35,Female,Multan,Standard,37.17,3,9,9,5.0,2025-12-23,2.0,JazzCash,Web,No,Yes
CUST2535,46,Female,Karachi,Basic,24.76,14,21,3,26.0,2026-04-10,4.0,JazzCash,Web,Yes,No
CUST2536,56,Female,Lahore,Basic,21.61,42,53,8,7.0,2026-06-01,2.0,Debit Card,Web,No,Yes
CUST2537,63,Male,Faisalabad,Premium,113.59,11,12,1,0.0,2026-02-23,4.0,Debit Card,Web,Yes,No
CUST2538,53,Female,Peshawar,Basic,27.45,38,59,7,21.0,2026-03-28,1.0,Debit Card,Android,Yes,No
CUST2539,62,Male,Rawalpindi,Standard,52.18,13,11,5,11.0,2026-01-03,3.0,Bank Transfer,iPhone,No,No
CUST2540,52,Female,Karachi,Basic,23.23,44,65,6,11.0,2026-02-17,5.0,Debit Card,Android,Yes,No
CUST2541,47,Female,Multan,Standard,63.93,23,36,4,17.0,2026-01-07,1.0,Credit Card,Web,Yes,No
CUST2542,24,Male,Peshawar,Basic,22.79,9,13,1,2.0,2026-01-06,5.0,Bank Transfer,iPhone,Yes,No
CUST2543,18,Female,Karachi,Standard,54.32,3,3,1,28.0,2026-01-19,1.0,Debit Card,iPhone,Yes,No
CUST2544,51,Male,Multan,Standard,36.6,46,78,6,9.0,2026-01-08,5.0,Credit Card,Android,Yes,No
CUST2545,44,Male,Peshawar,Basic,17.29,43,64,3,20.0,2026-03-14,3.0,Credit Card,Web,Yes,No
CUST2546,62,Male,Faisalabad,Standard,60.97,23,32,9,26.0,2026-01-05,1.0,Credit Card,Web,No,No
CUST2547,41,Female,Quetta,Standard,39.29,36,46,2,5.0,2026-01-18,2.0,JazzCash,Android,Yes,No
CUST2548,28,Female,Lahore,Standard,62.59,51,74,5,8.0,2025-12-31,1.0,Credit Card,iPhone,Yes,No
CUST2549,19,Male,Multan,Basic,11.92,52,73,3,21.0,2026-04-28,1.0,Credit Card,iPhone,No,No
CUST2550,64,Male,Lahore,Premium,83.38,22,28,8,21.0,2026-04-27,4.0,JazzCash,Android,Yes,No
CUST2551,48,Male,Faisalabad,Standard,54.22,8,1,9,6.0,2026-04-19,2.0,Credit Card,Web,Yes,Yes
CUST2552,60,Male,Karachi,Standard,54.78,56,81,10,1.0,2026-02-13,2.0,Debit Card,Web,Yes,Yes
CUST2553,60,Male,Karachi,Premium,129.91,59,86,6,5.0,2026-01-11,2.0,Debit Card,iPhone,Yes,No
CUST2554,21,Male,Quetta,Basic,27.7,49,75,10,19.0,2026-03-07,3.0,Credit Card,iPhone,Yes,No
CUST2555,45,Female,Islamabad,Standard,56.55,57,73,7,1.0,2026-03-13,1.0,EasyPaisa,iPhone,Yes,Yes
CUST2556,58,Male,Faisalabad,Basic,22.17,42,60,10,11.0,2026-06-02,2.0,JazzCash,iPhone,No,Yes
CUST2557,56,Female,Multan,Basic,23.84,11,28,5,3.0,2026-03-20,2.0,Debit Card,Android,No,Yes
CUST2558,22,Female,Multan,Basic,25.99,12,30,10,21.0,2026-05-10,1.0,EasyPaisa,Android,No,Yes
CUST2559,32,Male,Karachi,Basic,29.9,13,24,10,3.0,2026-06-09,1.0,Bank Transfer,iPhone,No,Yes
CUST2560,30,Male,Islamabad,Basic,26.16,43,71,6,14.0,2026-03-04,5.0,EasyPaisa,iPhone,No,No
CUST2561,58,Male,Quetta,Standard,56.44,5,3,0,21.0,2026-06-20,1.0,Debit Card,Android,Yes,No
CUST2562,36,Female,Islamabad,Premium,121.9,10,17,8,10.0,2026-01-26,3.0,Credit Card,Web,Yes,No
CUST2563,63,Female,Multan,Basic,22.26,35,52,0,27.0,2026-04-24,4.0,JazzCash,Android,Yes,No
CUST2564,47,Male,Peshawar,Basic,13.35,28,42,0,10.0,2025-12-30,1.0,Credit Card,iPhone,No,Yes
CUST2565,45,Female,Lahore,Basic,21.04,6,1,10,19.0,2026-02-01,5.0,Debit Card,iPhone,No,Yes
CUST2566,26,Male,Lahore,Basic,20.61,44,72,5,15.0,2026-01-23,5.0,JazzCash,iPhone,No,No
CUST2567,25,Female,Quetta,Standard,32.71,26,39,3,29.0,2026-04-27,3.0,JazzCash,Android,Yes,No
CUST2568,45,Male,Peshawar,Basic,27.11,58,86,6,12.0,2026-04-24,1.0,Credit Card,Web,Yes,Yes
CUST2569,41,Female,Lahore,Standard,46.85,39,55,8,18.0,2026-04-12,1.0,Credit Card,Web,Yes,Yes
CUST2570,56,Male,Multan,Premium,148.44,18,34,10,25.0,2026-03-10,3.0,EasyPaisa,Web,Yes,No
CUST2571,61,Male,Peshawar,Premium,111.68,20,23,8,25.0,2026-03-29,1.0,JazzCash,Web,No,No
CUST2572,46,Male,Lahore,Standard,47.09,2,7,6,27.0,2026-01-02,2.0,EasyPaisa,Web,Yes,Yes
CUST2573,48,Female,Lahore,Standard,56.47,47,72,1,16.0,2026-02-02,5.0,JazzCash,Android,Yes,No
CUST2574,64,Male,Karachi,Premium,91.05,45,64,4,23.0,2026-03-17,5.0,JazzCash,Web,Yes,No
CUST2575,49,Female,Islamabad,Basic,27.74,5,6,10,21.0,2026-03-15,3.0,Bank Transfer,iPhone,No,Yes
CUST2576,34,Female,Karachi,Premium,83.36,3,1,5,1.0,2026-03-15,3.0,Credit Card,Android,Yes,No
CUST2577,41,Female,Lahore,Basic,15.18,21,28,1,26.0,2025-12-31,5.0,JazzCash,iPhone,Yes,No
CUST2578,59,Male,Lahore,Basic,27.41,32,50,6,14.0,2026-02-01,2.0,JazzCash,Android,No,Yes
CUST2579,32,Male,Lahore,Premium,108.45,38,57,6,26.0,2026-01-09,5.0,JazzCash,Web,Yes,No
CUST2580,62,Female,Peshawar,Basic,24.01,28,45,2,18.0,2026-03-25,5.0,Bank Transfer,iPhone,Yes,No
CUST2581,62,Male,Rawalpindi,Standard,39.77,55,78,2,10.0,2026-04-02,2.0,JazzCash,iPhone,Yes,No
CUST2582,31,Male,Rawalpindi,Basic,13.47,45,67,1,6.0,2025-12-23,5.0,Credit Card,iPhone,Yes,No
CUST2583,32,Female,Peshawar,Standard,53.64,33,45,6,6.0,2026-05-18,4.0,JazzCash,Web,Yes,No
CUST2584,58,Female,Rawalpindi,Standard,47.02,57,80,9,14.0,2026-06-04,4.0,JazzCash,Web,No,No
CUST2585,62,Female,Quetta,Basic,25.79,8,13,1,28.0,2026-05-12,5.0,JazzCash,Android,Yes,No
CUST2586,24,Female,Multan,Basic,26.96,47,79,9,8.0,2025-12-28,2.0,EasyPaisa,Web,Yes,Yes
CUST2587,21,Female,Islamabad,Basic,11.82,46,70,8,23.0,2026-05-22,4.0,Debit Card,Android,Yes,No
CUST2588,63,Female,Lahore,Basic,18.69,33,46,0,29.0,2026-06-10,1.0,JazzCash,iPhone,No,No
CUST2589,42,Male,Quetta,Standard,64.0,34,51,10,19.0,2026-02-25,1.0,Credit Card,Web,Yes,Yes
CUST2590,29,Male,Rawalpindi,Basic,24.79,60,86,9,28.0,2026-04-14,2.0,EasyPaisa,iPhone,Yes,No
CUST2591,63,Male,Rawalpindi,Standard,31.78,37,54,2,27.0,2026-03-26,3.0,Credit Card,iPhone,No,No
CUST2592,57,Female,Lahore,Basic,16.68,2,1,3,6.0,2026-03-15,4.0,Bank Transfer,Web,Yes,No
CUST2593,31,Female,Rawalpindi,Basic,19.88,18,23,10,8.0,2026-04-19,3.0,JazzCash,Android,Yes,No
CUST2594,43,Male,Peshawar,Basic,14.42,29,45,7,5.0,2026-05-16,2.0,Bank Transfer,Web,Yes,Yes
CUST2595,37,Male,Quetta,Standard,38.92,30,42,6,24.0,2026-05-31,5.0,Credit Card,iPhone,Yes,No
CUST2596,54,Female,Islamabad,Premium,78.98,60,94,10,20.0,2026-03-11,3.0,Credit Card,Android,Yes,No
CUST2597,47,Female,Islamabad,Basic,29.94,2,4,7,6.0,2026-02-01,3.0,EasyPaisa,iPhone,Yes,Yes
CUST2598,64,Female,Peshawar,Basic,18.54,10,18,8,23.0,2026-05-01,2.0,Debit Card,iPhone,No,Yes
CUST2599,54,Male,Peshawar,Basic,14.77,55,83,6,5.0,2026-01-25,5.0,EasyPaisa,iPhone,Yes,No
CUST2600,55,Female,Islamabad,Standard,48.46,54,76,1,16.0,2026-05-16,3.0,Bank Transfer,Android,Yes,No
CUST2601,24,Male,Karachi,Basic,18.1,14,17,9,19.0,2026-02-17,2.0,Credit Card,Web,No,Yes
CUST2602,35,Male,Faisalabad,Basic,11.96,39,65,0,3.0,2026-06-14,2.0,Credit Card,Android,Yes,Yes
CUST2603,20,Female,Karachi,Premium,105.5,3,1,6,27.0,2026-04-16,4.0,Credit Card,iPhone,No,No
CUST2604,25,Female,Faisalabad,Basic,21.37,11,20,10,7.0,2026-06-05,5.0,Bank Transfer,Android,No,No
CUST2605,30,Male,Multan,Basic,25.52,50,76,9,16.0,2026-06-11,5.0,Credit Card,iPhone,Yes,No
CUST2606,52,Female,Multan,Basic,25.6,3,3,9,21.0,2026-06-13,2.0,Bank Transfer,Android,Yes,Yes
CUST2607,43,Female,Islamabad,Standard,60.42,4,8,3,27.0,2026-05-05,2.0,Bank Transfer,iPhone,No,Yes
CUST2608,20,Male,Peshawar,Standard,42.77,56,85,3,14.0,2026-05-06,1.0,Debit Card,iPhone,Yes,No
CUST2609,44,Female,Peshawar,Premium,,9,6,8,,2026-02-15,,JazzCash,iPhone,No,Yes
CUST2610,37,Female,Multan,Standard,39.29,40,53,1,15.0,2026-01-21,4.0,EasyPaisa,Web,Yes,No
CUST2611,49,Female,Lahore,Basic,17.36,13,22,0,27.0,2026-03-06,2.0,JazzCash,iPhone,Yes,No
CUST2612,52,Female,Quetta,Basic,27.79,6,17,6,1.0,2026-06-03,4.0,Credit Card,iPhone,Yes,Yes
CUST2613,61,Male,Islamabad,Standard,35.8,59,96,10,10.0,2026-02-07,5.0,Debit Card,iPhone,No,No
CUST2614,18,Female,Lahore,Standard,40.79,10,12,4,15.0,2026-03-24,4.0,EasyPaisa,Android,Yes,No
CUST2615,63,Male,Faisalabad,Standard,61.69,49,68,1,11.0,2026-02-23,5.0,Credit Card,Android,Yes,No
CUST2616,64,Female,Multan,Basic,20.81,52,75,5,25.0,2026-02-24,5.0,Bank Transfer,Android,Yes,No
CUST2617,50,Female,Faisalabad,Basic,25.9,60,86,1,28.0,2026-06-20,1.0,JazzCash,iPhone,No,No
CUST2618,21,Male,Multan,Basic,26.3,53,75,6,21.0,2026-01-09,1.0,Debit Card,iPhone,Yes,No
CUST2619,37,Female,Karachi,Basic,24.43,12,15,8,26.0,2026-03-27,2.0,EasyPaisa,Web,Yes,No
CUST2620,19,Male,Islamabad,Basic,14.4,12,23,10,1.0,2026-02-10,3.0,Debit Card,Web,Yes,Yes
CUST2621,42,Female,Rawalpindi,Basic,14.88,5,11,10,9.0,2026-01-25,3.0,Bank Transfer,Web,Yes,Yes
CUST2622,49,Female,Rawalpindi,Premium,84.3,18,28,6,5.0,2026-03-15,2.0,Credit Card,Android,No,No
CUST2623,36,Male,Peshawar,Premium,117.99,46,72,10,10.0,2026-01-25,4.0,JazzCash,iPhone,Yes,No
CUST2624,49,Female,Islamabad,Premium,112.78,56,83,6,23.0,2026-05-19,2.0,JazzCash,Web,Yes,No
CUST2625,41,Male,Peshawar,Basic,20.82,40,66,9,22.0,2026-04-29,2.0,Credit Card,Android,Yes,No
CUST2626,63,Female,Karachi,Basic,14.6,48,67,4,5.0,2026-04-02,3.0,EasyPaisa,iPhone,Yes,No
CUST2627,62,Male,Lahore,Basic,14.05,2,10,4,13.0,2026-06-18,4.0,EasyPaisa,Android,No,No
CUST2628,18,Male,Rawalpindi,Standard,43.25,9,11,5,0.0,2026-06-05,1.0,Credit Card,iPhone,No,Yes
CUST2629,25,Male,Rawalpindi,Basic,15.32,38,47,0,17.0,2026-06-04,3.0,Bank Transfer,iPhone,No,No
CUST2630,49,Female,Lahore,Standard,57.27,56,74,8,1.0,2026-02-24,5.0,EasyPaisa,Android,Yes,No
CUST2631,22,Male,Faisalabad,Basic,12.77,14,34,9,17.0,2026-04-08,4.0,Debit Card,Web,Yes,No
CUST2632,32,Male,Islamabad,Premium,140.71,50,78,0,16.0,2026-05-19,1.0,JazzCash,Android,Yes,No
CUST2633,36,Male,Peshawar,Basic,20.37,45,72,5,10.0,2025-12-26,5.0,Debit Card,Android,Yes,No
CUST2634,50,Male,Faisalabad,Basic,23.52,31,53,9,20.0,2026-01-04,4.0,Bank Transfer,iPhone,Yes,No
CUST2635,37,Male,Quetta,Standard,52.14,24,32,2,3.0,2026-02-04,4.0,JazzCash,Android,No,No
CUST2636,35,Female,Islamabad,Premium,74.25,1,1,1,13.0,2026-04-03,2.0,Debit Card,iPhone,Yes,Yes
CUST2637,25,Female,Islamabad,Standard,64.12,15,17,4,12.0,2026-06-08,4.0,Bank Transfer,Android,Yes,No
CUST2638,34,Male,Rawalpindi,Basic,13.18,39,64,3,5.0,2026-04-21,2.0,Bank Transfer,Android,No,Yes
CUST2639,35,Female,Karachi,Basic,24.76,33,47,6,30.0,2026-03-09,4.0,Bank Transfer,Android,Yes,No
CUST2640,20,Male,Lahore,Basic,24.3,3,1,10,9.0,2026-06-15,4.0,Debit Card,Android,Yes,No
CUST2641,56,Male,Quetta,Standard,68.07,55,85,3,25.0,2026-01-07,5.0,EasyPaisa,iPhone,Yes,No
CUST2642,40,Female,Karachi,Basic,11.82,10,21,5,4.0,2026-05-08,3.0,EasyPaisa,Android,No,Yes
CUST2643,50,Male,Rawalpindi,Standard,43.9,7,10,10,20.0,2026-02-19,1.0,Debit Card,Android,Yes,Yes
CUST2644,42,Female,Multan,Premium,76.49,18,28,4,19.0,2026-01-24,1.0,Credit Card,Web,Yes,No
CUST2645,42,Female,Faisalabad,Standard,55.93,52,76,4,29.0,2026-05-23,3.0,Bank Transfer,iPhone,Yes,No
CUST2646,20,Female,Lahore,Standard,,32,48,0,,2026-05-23,,EasyPaisa,iPhone,Yes,No
CUST2647,63,Male,Multan,Basic,22.01,39,59,5,26.0,2026-01-08,1.0,EasyPaisa,Web,Yes,No
CUST2648,27,Female,Peshawar,Premium,97.36,3,6,8,2.0,2026-06-10,2.0,JazzCash,Web,No,Yes
CUST2649,25,Female,Karachi,Premium,94.57,10,11,1,6.0,2026-05-14,5.0,EasyPaisa,Web,Yes,No
CUST2650,50,Male,Islamabad,Standard,49.21,47,70,8,13.0,2026-05-16,5.0,JazzCash,iPhone,No,No
CUST2651,37,Female,Rawalpindi,Basic,10.46,38,56,10,16.0,2026-01-16,1.0,JazzCash,iPhone,No,Yes
CUST2652,34,Female,Rawalpindi,Basic,24.77,60,87,6,22.0,2026-01-22,5.0,Credit Card,Web,No,No
CUST2653,62,Male,Islamabad,Basic,22.81,13,23,2,11.0,2026-02-09,4.0,Debit Card,Web,Yes,No
CUST2654,47,Male,Peshawar,Premium,90.68,37,52,3,20.0,2026-06-08,1.0,Credit Card,Web,Yes,No
CUST2655,42,Female,Islamabad,Standard,47.16,58,91,2,20.0,2026-01-11,4.0,JazzCash,Web,Yes,No
CUST2656,46,Female,Multan,Premium,85.81,36,56,8,2.0,2026-05-04,4.0,EasyPaisa,Android,No,No
CUST2657,59,Male,Islamabad,Premium,91.28,46,70,1,9.0,2026-05-19,1.0,Debit Card,iPhone,No,No
CUST2658,59,Female,Multan,Premium,83.0,24,35,0,0.0,2026-06-08,4.0,JazzCash,Android,Yes,No
CUST2659,61,Female,Rawalpindi,Basic,12.29,33,51,2,21.0,2026-02-08,4.0,Credit Card,Web,Yes,No
CUST2660,57,Male,Islamabad,Basic,10.57,14,13,6,24.0,2026-02-11,1.0,EasyPaisa,iPhone,Yes,No
CUST2661,19,Male,Faisalabad,Basic,11.01,32,46,3,8.0,2026-03-27,1.0,Credit Card,Web,No,Yes
CUST2662,24,Female,Faisalabad,Basic,29.93,46,68,5,19.0,2026-03-30,2.0,Debit Card,Web,No,Yes
CUST2663,36,Female,Karachi,Basic,15.97,35,46,9,4.0,2026-02-03,4.0,EasyPaisa,Web,No,Yes
CUST2664,55,Female,Multan,Basic,,9,16,5,,2026-01-12,,Bank Transfer,iPhone,Yes,No
CUST2665,45,Male,Karachi,Basic,11.75,24,39,10,27.0,2026-01-22,2.0,Credit Card,Web,Yes,No
CUST2666,46,Female,Karachi,Standard,45.41,54,88,7,10.0,2026-01-19,2.0,EasyPaisa,Web,Yes,Yes
CUST2667,38,Male,Karachi,Basic,28.7,13,23,3,22.0,2026-02-02,5.0,JazzCash,Android,Yes,No
CUST2668,49,Male,Quetta,Basic,28.82,17,21,8,30.0,2026-06-20,1.0,Debit Card,Web,Yes,No
CUST2669,27,Female,Karachi,Basic,20.55,14,25,7,18.0,2026-04-13,1.0,Credit Card,Web,No,Yes
CUST2670,20,Female,Lahore,Basic,22.36,38,59,0,22.0,2026-03-04,1.0,EasyPaisa,Web,Yes,No
CUST2671,50,Female,Karachi,Standard,52.8,9,14,0,20.0,2026-03-26,4.0,JazzCash,Android,Yes,No
CUST2672,43,Male,Peshawar,Basic,18.68,49,57,6,24.0,2026-01-17,1.0,Debit Card,Web,Yes,No
CUST2673,32,Female,Lahore,Standard,51.56,23,30,6,15.0,2026-05-02,1.0,Credit Card,Web,Yes,Yes
CUST2674,41,Female,Karachi,Basic,24.48,25,31,8,26.0,2026-03-02,3.0,EasyPaisa,Android,Yes,No
CUST2675,33,Male,Islamabad,Standard,59.66,5,7,6,22.0,2026-01-10,1.0,EasyPaisa,Android,Yes,Yes
CUST2676,29,Female,Quetta,Basic,19.44,57,84,9,12.0,2026-04-07,5.0,Credit Card,iPhone,Yes,No
CUST2677,63,Female,Islamabad,Standard,30.96,30,47,0,4.0,2026-05-27,2.0,Credit Card,iPhone,No,Yes
CUST2678,41,Female,Islamabad,Standard,68.28,11,18,4,25.0,2026-05-11,3.0,Bank Transfer,iPhone,Yes,No
CUST2679,19,Male,Islamabad,Standard,68.01,39,59,3,23.0,2026-01-14,5.0,Debit Card,Android,No,No
CUST2680,29,Male,Quetta,Premium,143.28,43,66,7,15.0,2026-06-13,4.0,EasyPaisa,iPhone,Yes,No
CUST2681,46,Male,Karachi,Basic,14.9,58,85,2,17.0,2026-03-22,4.0,EasyPaisa,iPhone,No,No
CUST2682,53,Male,Lahore,Standard,67.54,20,32,7,1.0,2026-05-25,4.0,Credit Card,Web,Yes,No
CUST2683,62,Male,Lahore,Basic,19.36,41,62,5,27.0,2026-06-08,4.0,Bank Transfer,Web,Yes,No
CUST2684,38,Female,Faisalabad,Premium,115.91,56,83,4,4.0,2026-01-04,1.0,Bank Transfer,Android,Yes,No
CUST2685,64,Female,Peshawar,Premium,134.85,5,9,1,27.0,2026-05-23,1.0,Bank Transfer,Web,Yes,No
CUST2686,51,Male,Multan,Standard,39.92,60,87,10,5.0,2026-03-26,1.0,EasyPaisa,Android,Yes,Yes
CUST2687,55,Male,Rawalpindi,Standard,37.79,20,35,4,17.0,2026-03-03,2.0,Credit Card,Web,No,No
CUST2688,18,Male,Faisalabad,Basic,10.84,44,64,5,3.0,2026-05-23,5.0,EasyPaisa,Android,Yes,No
CUST2689,58,Female,Quetta,Basic,22.59,19,25,7,12.0,2025-12-26,5.0,EasyPaisa,Android,No,No
CUST2690,20,Female,Faisalabad,Standard,56.83,29,49,6,19.0,2026-02-05,5.0,JazzCash,Android,Yes,No
CUST2691,57,Male,Lahore,Basic,23.8,22,39,5,9.0,2026-05-14,4.0,Credit Card,Web,Yes,No
CUST2692,50,Female,Rawalpindi,Basic,10.76,1,1,4,0.0,2026-04-22,5.0,Bank Transfer,Web,Yes,Yes
CUST2693,48,Female,Lahore,Standard,68.95,11,17,8,22.0,2026-05-16,5.0,Bank Transfer,iPhone,Yes,No
CUST2694,45,Female,Islamabad,Premium,135.55,25,40,2,19.0,2026-03-13,1.0,EasyPaisa,Android,Yes,No
CUST2695,27,Female,Multan,Basic,13.34,31,44,8,5.0,2025-12-24,4.0,EasyPaisa,iPhone,Yes,No
CUST2696,45,Female,Lahore,Basic,18.0,27,49,6,24.0,2026-01-22,4.0,EasyPaisa,Android,Yes,No
CUST2697,53,Female,Rawalpindi,Basic,12.09,32,47,3,0.0,2026-03-20,4.0,EasyPaisa,iPhone,Yes,No
CUST2698,26,Male,Peshawar,Standard,67.06,50,71,6,11.0,2026-04-14,3.0,Bank Transfer,iPhone,Yes,No
CUST2699,56,Male,Islamabad,Basic,26.62,50,76,5,28.0,2026-03-23,2.0,JazzCash,Android,No,No
CUST2700,24,Male,Lahore,Basic,13.52,5,14,7,19.0,2026-04-12,2.0,Debit Card,iPhone,Yes,Yes
CUST2701,22,Female,Multan,Basic,11.22,35,53,8,2.0,2026-06-11,3.0,Bank Transfer,iPhone,No,Yes
CUST2702,27,Female,Lahore,Standard,32.27,2,3,2,14.0,2026-04-25,5.0,Bank Transfer,iPhone,No,No
CUST2703,41,Male,Quetta,Standard,56.38,7,16,0,27.0,2026-01-22,3.0,Bank Transfer,Android,Yes,No
CUST2704,44,Female,Karachi,Basic,23.09,10,15,3,22.0,2026-05-02,2.0,Debit Card,Android,Yes,No
CUST2705,25,Female,Rawalpindi,Standard,45.8,25,42,4,11.0,2026-03-12,3.0,Debit Card,Android,Yes,No
CUST2706,63,Female,Faisalabad,Basic,15.14,59,87,1,3.0,2026-03-14,4.0,Credit Card,Android,No,No
CUST2707,55,Female,Lahore,Basic,29.2,55,84,6,1.0,2026-03-25,3.0,Debit Card,iPhone,No,Yes
CUST2708,33,Male,Lahore,Standard,50.21,41,64,0,26.0,2026-05-26,2.0,Bank Transfer,Android,Yes,No
CUST2709,23,Male,Multan,Standard,67.89,13,24,8,12.0,2026-06-04,1.0,EasyPaisa,Android,Yes,Yes
CUST2710,26,Male,Quetta,Basic,12.27,11,10,8,6.0,2026-02-25,1.0,JazzCash,iPhone,Yes,Yes
CUST2711,61,Male,Islamabad,Premium,136.48,26,32,0,14.0,2026-01-06,3.0,EasyPaisa,Web,Yes,No
CUST2712,20,Female,Karachi,Basic,25.24,32,44,6,26.0,2026-03-01,2.0,Credit Card,Android,Yes,No
CUST2713,33,Female,Rawalpindi,Basic,15.18,31,51,3,19.0,2026-03-21,2.0,Debit Card,iPhone,Yes,No
CUST2714,20,Male,Quetta,Basic,27.09,24,33,3,1.0,2026-03-17,4.0,Bank Transfer,Android,No,No
CUST2715,34,Male,Lahore,Basic,26.62,38,61,5,24.0,2026-01-20,1.0,Debit Card,iPhone,Yes,No
CUST2716,29,Male,Quetta,Basic,21.97,26,40,4,17.0,2026-02-28,4.0,Debit Card,Web,Yes,No
CUST2717,64,Male,Quetta,Basic,22.13,60,87,1,26.0,2026-01-29,1.0,Debit Card,Android,Yes,No
CUST2718,52,Male,Faisalabad,Basic,27.93,34,52,4,22.0,2026-06-02,5.0,JazzCash,Web,Yes,No
CUST2719,28,Female,Karachi,Standard,64.4,52,72,7,18.0,2026-06-17,5.0,Bank Transfer,Android,Yes,No
CUST2720,58,Male,Karachi,Basic,20.35,11,24,3,1.0,2026-04-01,1.0,Bank Transfer,Web,Yes,Yes
CUST2721,53,Male,Peshawar,Premium,140.55,21,37,2,13.0,2026-05-07,2.0,EasyPaisa,iPhone,Yes,No
CUST2722,41,Female,Multan,Standard,69.9,18,38,5,9.0,2026-05-24,5.0,Debit Card,iPhone,Yes,No
CUST2723,25,Female,Peshawar,Basic,26.35,39,59,3,8.0,2026-05-06,1.0,Credit Card,Web,No,Yes
CUST2724,46,Male,Faisalabad,Basic,20.0,47,68,5,12.0,2026-02-23,4.0,EasyPaisa,Android,No,No
CUST2725,53,Male,Rawalpindi,Standard,62.54,19,34,4,9.0,2026-05-10,1.0,Bank Transfer,iPhone,Yes,No
CUST2726,39,Male,Peshawar,Basic,28.68,32,41,10,7.0,2026-05-03,2.0,Credit Card,iPhone,Yes,Yes
CUST2727,51,Female,Lahore,Premium,123.26,22,33,7,4.0,2026-05-06,2.0,Bank Transfer,Android,No,Yes
CUST2728,39,Male,Lahore,Premium,78.89,34,52,2,22.0,2026-05-13,4.0,EasyPaisa,Android,No,No
CUST2729,30,Female,Quetta,Basic,27.78,43,66,0,23.0,2026-03-21,5.0,JazzCash,iPhone,No,No
CUST2730,42,Male,Islamabad,Basic,12.7,41,66,0,22.0,2026-04-30,4.0,EasyPaisa,iPhone,Yes,No
CUST2731,57,Male,Rawalpindi,Standard,,28,44,2,,2026-05-08,,Bank Transfer,Web,No,No
CUST2732,52,Female,Faisalabad,Basic,16.63,2,4,4,23.0,2026-03-15,1.0,Credit Card,Web,No,Yes
CUST2733,64,Male,Karachi,Basic,19.28,53,75,3,26.0,2025-12-27,2.0,Debit Card,Web,Yes,No
CUST2734,47,Male,Peshawar,Basic,13.24,17,24,5,29.0,2026-01-14,2.0,Bank Transfer,Android,Yes,No
CUST2735,63,Female,Karachi,Basic,24.95,36,52,9,28.0,2026-03-06,2.0,Debit Card,Android,Yes,No
CUST2736,59,Female,Rawalpindi,Premium,72.38,40,54,0,30.0,2026-06-06,5.0,EasyPaisa,Web,No,No
CUST2737,38,Female,Islamabad,Standard,60.37,15,22,2,15.0,2026-06-10,3.0,Debit Card,iPhone,Yes,No
